Drug Chembl ID,ICD10,logit_or,logit_ci_lower,logit_ci_upper,logit_p,exposed_occurred(a),exposed_no_occurred(b),no_exposed_occurred(c),no_exposed_no_occurred(d),Disease Description,Drug Name,Chembl ID,DrugBank ID,Drug Description,IUPAC Name,Molecular Weight,SMILES,ATC Code,ATC Level_0_code,ATC Level_0_name,ATC Level_1_code,ATC Level_1_name,ATC Level_2_code,ATC Level_2_name,ATC Level_3_code,ATC Level_3_name
CHEMBL35,C61,0.697132331,0.635975152,0.764170558,1.35e-14,621,72110,1775,143687,Malignant neoplasm of prostate,Furosemide,CHEMBL35,DB00695,"Furosemide is a potent loop diuretic that acts on the kidneys to ultimately increase water loss from the body. It is an anthranilic acid derivative.[L7958] Furosemide is used for edema secondary to various clinical conditions, such as congestive heart failure exacerbation, liver failure, renal failure, and high blood pressure.[L7961] It mainly works by inhibiting electrolyte reabsorption from the kidneys and enhancing the excretion of water from the body. Furosemide has a fast onset and short duration of action and has been used safely and effectively in both pediatric and adult patients.[A182495] The use of furosemide is particularly beneficial in clinical settings that require a drug with a higher diuretic potential. In addition to oral formulations, the solution for intravenous and intramuscular administration is also available, which is typically limited to patients who are unable to take oral medication or for patients in emergency clinical situations.[L7958]",4-chloro-2-{[(furan-2-yl)methyl]amino}-5-sulfamoylbenzoic acid,330.744,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,C03EB01,C03EB,High-ceiling diuretics and potassium-sparing agents,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03,DIURETICS,C,CARDIOVASCULAR SYSTEM
CHEMBL35,C61,0.697132331,0.635975152,0.764170558,1.35e-14,621,72110,1775,143687,Malignant neoplasm of prostate,Furosemide,CHEMBL35,DB00695,"Furosemide is a potent loop diuretic that acts on the kidneys to ultimately increase water loss from the body. It is an anthranilic acid derivative.[L7958] Furosemide is used for edema secondary to various clinical conditions, such as congestive heart failure exacerbation, liver failure, renal failure, and high blood pressure.[L7961] It mainly works by inhibiting electrolyte reabsorption from the kidneys and enhancing the excretion of water from the body. Furosemide has a fast onset and short duration of action and has been used safely and effectively in both pediatric and adult patients.[A182495] The use of furosemide is particularly beneficial in clinical settings that require a drug with a higher diuretic potential. In addition to oral formulations, the solution for intravenous and intramuscular administration is also available, which is typically limited to patients who are unable to take oral medication or for patients in emergency clinical situations.[L7958]",4-chloro-2-{[(furan-2-yl)methyl]amino}-5-sulfamoylbenzoic acid,330.744,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,C03CA01,C03CA,"Sulfonamides, plain",C03C,HIGH-CEILING DIURETICS,C03,DIURETICS,C,CARDIOVASCULAR SYSTEM
CHEMBL35,C61,0.697132331,0.635975152,0.764170558,1.35e-14,621,72110,1775,143687,Malignant neoplasm of prostate,Furosemide,CHEMBL35,DB00695,"Furosemide is a potent loop diuretic that acts on the kidneys to ultimately increase water loss from the body. It is an anthranilic acid derivative.[L7958] Furosemide is used for edema secondary to various clinical conditions, such as congestive heart failure exacerbation, liver failure, renal failure, and high blood pressure.[L7961] It mainly works by inhibiting electrolyte reabsorption from the kidneys and enhancing the excretion of water from the body. Furosemide has a fast onset and short duration of action and has been used safely and effectively in both pediatric and adult patients.[A182495] The use of furosemide is particularly beneficial in clinical settings that require a drug with a higher diuretic potential. In addition to oral formulations, the solution for intravenous and intramuscular administration is also available, which is typically limited to patients who are unable to take oral medication or for patients in emergency clinical situations.[L7958]",4-chloro-2-{[(furan-2-yl)methyl]amino}-5-sulfamoylbenzoic acid,330.744,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,G01AE10,G01AE,Sulfonamides,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL35,C61,0.697132331,0.635975152,0.764170558,1.35e-14,621,72110,1775,143687,Malignant neoplasm of prostate,Furosemide,CHEMBL35,DB00695,"Furosemide is a potent loop diuretic that acts on the kidneys to ultimately increase water loss from the body. It is an anthranilic acid derivative.[L7958] Furosemide is used for edema secondary to various clinical conditions, such as congestive heart failure exacerbation, liver failure, renal failure, and high blood pressure.[L7961] It mainly works by inhibiting electrolyte reabsorption from the kidneys and enhancing the excretion of water from the body. Furosemide has a fast onset and short duration of action and has been used safely and effectively in both pediatric and adult patients.[A182495] The use of furosemide is particularly beneficial in clinical settings that require a drug with a higher diuretic potential. In addition to oral formulations, the solution for intravenous and intramuscular administration is also available, which is typically limited to patients who are unable to take oral medication or for patients in emergency clinical situations.[L7958]",4-chloro-2-{[(furan-2-yl)methyl]amino}-5-sulfamoylbenzoic acid,330.744,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,C03CB01,C03CB,Sulfonamides and potassium in combination,C03C,HIGH-CEILING DIURETICS,C03,DIURETICS,C,CARDIOVASCULAR SYSTEM
CHEMBL262777,C61,0.654959873,0.597958837,0.717394592,8.29e-20,620,98061,1887,195475,Malignant neoplasm of prostate,Vancomycin,CHEMBL262777,DB00512,"Antibacterial obtained from Streptomyces orientalis. It is a glycopeptide related to ristocetin that inhibits bacterial cell wall assembly and is toxic to kidneys and the inner ear.

As of January 29 2018, CutisPharma's Firvanq is the only FDA approved vancomycin oral liquid treatment option available for the the treatment of _Clostridium difficile_ associated diarrhea and enterocolitis caused by _Staphylococcus aureus_, including methicillin-resistant strains [LP1196]. Such an oral liquid formulation is expected to make _Clostridium difficile_ associated diarrhea therapy more accessible in comparison to previously available specialty compounding products [LP1196].","(1S,2R,18R,19R,22S,25R,28R,40S)-48-{[(2S,3R,4S,5S,6R)-3-{[(2S,4S,5S,6S)-4-amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-22-(carbamoylmethyl)-5,47-dichloro-2,18,32,35,37-pentahydroxy-19-[(2R)-4-methyl-2-(methylamino)pentanamido]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.2^{3,6}.2^{14,17}.1^{8,12}.1^{29,33}.0^{10,25}.0^{34,39}]pentaconta-3,5,8,10,12(48),14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylic acid",1449.254,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,J01XA01,J01XA,Glycopeptide antibacterials,J01X,OTHER ANTIBACTERIALS,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J,ANTIINFECTIVES FOR SYSTEMIC USE
CHEMBL262777,C61,0.654959873,0.597958837,0.717394592,8.29e-20,620,98061,1887,195475,Malignant neoplasm of prostate,Vancomycin,CHEMBL262777,DB00512,"Antibacterial obtained from Streptomyces orientalis. It is a glycopeptide related to ristocetin that inhibits bacterial cell wall assembly and is toxic to kidneys and the inner ear.

As of January 29 2018, CutisPharma's Firvanq is the only FDA approved vancomycin oral liquid treatment option available for the the treatment of _Clostridium difficile_ associated diarrhea and enterocolitis caused by _Staphylococcus aureus_, including methicillin-resistant strains [LP1196]. Such an oral liquid formulation is expected to make _Clostridium difficile_ associated diarrhea therapy more accessible in comparison to previously available specialty compounding products [LP1196].","(1S,2R,18R,19R,22S,25R,28R,40S)-48-{[(2S,3R,4S,5S,6R)-3-{[(2S,4S,5S,6S)-4-amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-22-(carbamoylmethyl)-5,47-dichloro-2,18,32,35,37-pentahydroxy-19-[(2R)-4-methyl-2-(methylamino)pentanamido]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.2^{3,6}.2^{14,17}.1^{8,12}.1^{29,33}.0^{10,25}.0^{34,39}]pentaconta-3,5,8,10,12(48),14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylic acid",1449.254,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,A07AA09,A07AA,Antibiotics,A07A,INTESTINAL ANTIINFECTIVES,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A,ALIMENTARY TRACT AND METABOLISM
CHEMBL262777,C61,0.654959873,0.597958837,0.717394592,8.29e-20,620,98061,1887,195475,Malignant neoplasm of prostate,Vancomycin,CHEMBL262777,DB00512,"Antibacterial obtained from Streptomyces orientalis. It is a glycopeptide related to ristocetin that inhibits bacterial cell wall assembly and is toxic to kidneys and the inner ear.

As of January 29 2018, CutisPharma's Firvanq is the only FDA approved vancomycin oral liquid treatment option available for the the treatment of _Clostridium difficile_ associated diarrhea and enterocolitis caused by _Staphylococcus aureus_, including methicillin-resistant strains [LP1196]. Such an oral liquid formulation is expected to make _Clostridium difficile_ associated diarrhea therapy more accessible in comparison to previously available specialty compounding products [LP1196].","(1S,2R,18R,19R,22S,25R,28R,40S)-48-{[(2S,3R,4S,5S,6R)-3-{[(2S,4S,5S,6S)-4-amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-22-(carbamoylmethyl)-5,47-dichloro-2,18,32,35,37-pentahydroxy-19-[(2R)-4-methyl-2-(methylamino)pentanamido]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.2^{3,6}.2^{14,17}.1^{8,12}.1^{29,33}.0^{10,25}.0^{34,39}]pentaconta-3,5,8,10,12(48),14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylic acid",1449.254,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,S01AA28,S01AA,Antibiotics,S01A,ANTIINFECTIVES,S01,OPHTHALMOLOGICALS,S,SENSORY ORGANS
CHEMBL1621597,C61,0.685537276,0.62414696,0.752965865,3.08e-15,590,108041,1717,215545,Malignant neoplasm of prostate,Ipratropium,CHEMBL1621597,DB00332,"Ipratropium is a quaternary ammonium derivative of [atropine][A176957] that acts as an anticholinergic agent.[A176939] It is commonly administered through inhalation which allows producing a local effect without presenting a significant systemic absorption.[A176957]

Ipratropium as a therapeutic agent was developed by Boehringer Ingelheim and its first monotherapy product was FDA approved in 1986, while the combination product of ipratropium and [albuterol] was approved in 1996.[L5894, L5891]","(1R,3R,5S)-3-[(3-hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azabicyclo[3.2.1]octan-8-ium",332.463,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,R03BB01,R03BB,Anticholinergics,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R,RESPIRATORY SYSTEM
CHEMBL1621597,C61,0.685537276,0.62414696,0.752965865,3.08e-15,590,108041,1717,215545,Malignant neoplasm of prostate,Ipratropium,CHEMBL1621597,DB00332,"Ipratropium is a quaternary ammonium derivative of [atropine][A176957] that acts as an anticholinergic agent.[A176939] It is commonly administered through inhalation which allows producing a local effect without presenting a significant systemic absorption.[A176957]

Ipratropium as a therapeutic agent was developed by Boehringer Ingelheim and its first monotherapy product was FDA approved in 1986, while the combination product of ipratropium and [albuterol] was approved in 1996.[L5894, L5891]","(1R,3R,5S)-3-[(3-hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azabicyclo[3.2.1]octan-8-ium",332.463,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,R01AX03,R01AX,Other nasal preparations,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01,NASAL PREPARATIONS,R,RESPIRATORY SYSTEM
CHEMBL1621597,C61,0.685537276,0.62414696,0.752965865,3.08e-15,590,108041,1717,215545,Malignant neoplasm of prostate,Ipratropium,CHEMBL1621597,DB00332,"Ipratropium is a quaternary ammonium derivative of [atropine][A176957] that acts as an anticholinergic agent.[A176939] It is commonly administered through inhalation which allows producing a local effect without presenting a significant systemic absorption.[A176957]

Ipratropium as a therapeutic agent was developed by Boehringer Ingelheim and its first monotherapy product was FDA approved in 1986, while the combination product of ipratropium and [albuterol] was approved in 1996.[L5894, L5891]","(1R,3R,5S)-3-[(3-hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azabicyclo[3.2.1]octan-8-ium",332.463,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,R03AL01,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,R03A,"ADRENERGICS, INHALANTS",R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R,RESPIRATORY SYSTEM
CHEMBL1621597,C61,0.685537276,0.62414696,0.752965865,3.08e-15,590,108041,1717,215545,Malignant neoplasm of prostate,Ipratropium,CHEMBL1621597,DB00332,"Ipratropium is a quaternary ammonium derivative of [atropine][A176957] that acts as an anticholinergic agent.[A176939] It is commonly administered through inhalation which allows producing a local effect without presenting a significant systemic absorption.[A176957]

Ipratropium as a therapeutic agent was developed by Boehringer Ingelheim and its first monotherapy product was FDA approved in 1986, while the combination product of ipratropium and [albuterol] was approved in 1996.[L5894, L5891]","(1R,3R,5S)-3-[(3-hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azabicyclo[3.2.1]octan-8-ium",332.463,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,R03AL02,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,R03A,"ADRENERGICS, INHALANTS",R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R,RESPIRATORY SYSTEM
CHEMBL137,C61,0.809335419,0.73437789,0.891943821,1.99e-05,575,99595,1419,198921,Malignant neoplasm of prostate,Metronidazole,CHEMBL137,DB00916,"Metronidazole is a commonly used antibiotic, belonging to the nitroimidazole class of antibiotics.[L3754] It is frequently used to treat gastrointestinal infections as well as trichomoniasis and giardiasis, and amebiasis which are parasitic infections.[A181036,A181039] Metronidazole has been used as an antibiotic for several decades[L7429], with added antiparasitic properties that set it apart from many other antibacterial drugs, allowing it to treat a wide variety of infections. It is available in capsule form, tablet form, and topical form, and suppository preparations for the treatment of various infections.",2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,171.154,CC1=NC=C(N1CCO)[N+]([O-])=O,A02BD11,A02BD,Combinations for eradication of Helicobacter pylori,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
CHEMBL137,C61,0.809335419,0.73437789,0.891943821,1.99e-05,575,99595,1419,198921,Malignant neoplasm of prostate,Metronidazole,CHEMBL137,DB00916,"Metronidazole is a commonly used antibiotic, belonging to the nitroimidazole class of antibiotics.[L3754] It is frequently used to treat gastrointestinal infections as well as trichomoniasis and giardiasis, and amebiasis which are parasitic infections.[A181036,A181039] Metronidazole has been used as an antibiotic for several decades[L7429], with added antiparasitic properties that set it apart from many other antibacterial drugs, allowing it to treat a wide variety of infections. It is available in capsule form, tablet form, and topical form, and suppository preparations for the treatment of various infections.",2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,171.154,CC1=NC=C(N1CCO)[N+]([O-])=O,P01AB52,P01AB,Nitroimidazole derivatives,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01,ANTIPROTOZOALS,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
CHEMBL137,C61,0.809335419,0.73437789,0.891943821,1.99e-05,575,99595,1419,198921,Malignant neoplasm of prostate,Metronidazole,CHEMBL137,DB00916,"Metronidazole is a commonly used antibiotic, belonging to the nitroimidazole class of antibiotics.[L3754] It is frequently used to treat gastrointestinal infections as well as trichomoniasis and giardiasis, and amebiasis which are parasitic infections.[A181036,A181039] Metronidazole has been used as an antibiotic for several decades[L7429], with added antiparasitic properties that set it apart from many other antibacterial drugs, allowing it to treat a wide variety of infections. It is available in capsule form, tablet form, and topical form, and suppository preparations for the treatment of various infections.",2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,171.154,CC1=NC=C(N1CCO)[N+]([O-])=O,D06BX01,D06BX,Other chemotherapeutics,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D,DERMATOLOGICALS
CHEMBL137,C61,0.809335419,0.73437789,0.891943821,1.99e-05,575,99595,1419,198921,Malignant neoplasm of prostate,Metronidazole,CHEMBL137,DB00916,"Metronidazole is a commonly used antibiotic, belonging to the nitroimidazole class of antibiotics.[L3754] It is frequently used to treat gastrointestinal infections as well as trichomoniasis and giardiasis, and amebiasis which are parasitic infections.[A181036,A181039] Metronidazole has been used as an antibiotic for several decades[L7429], with added antiparasitic properties that set it apart from many other antibacterial drugs, allowing it to treat a wide variety of infections. It is available in capsule form, tablet form, and topical form, and suppository preparations for the treatment of various infections.",2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,171.154,CC1=NC=C(N1CCO)[N+]([O-])=O,A02BD03,A02BD,Combinations for eradication of Helicobacter pylori,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
CHEMBL137,C61,0.809335419,0.73437789,0.891943821,1.99e-05,575,99595,1419,198921,Malignant neoplasm of prostate,Metronidazole,CHEMBL137,DB00916,"Metronidazole is a commonly used antibiotic, belonging to the nitroimidazole class of antibiotics.[L3754] It is frequently used to treat gastrointestinal infections as well as trichomoniasis and giardiasis, and amebiasis which are parasitic infections.[A181036,A181039] Metronidazole has been used as an antibiotic for several decades[L7429], with added antiparasitic properties that set it apart from many other antibacterial drugs, allowing it to treat a wide variety of infections. It is available in capsule form, tablet form, and topical form, and suppository preparations for the treatment of various infections.",2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,171.154,CC1=NC=C(N1CCO)[N+]([O-])=O,J01XD01,J01XD,Imidazole derivatives,J01X,OTHER ANTIBACTERIALS,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J,ANTIINFECTIVES FOR SYSTEMIC USE
CHEMBL137,C61,0.809335419,0.73437789,0.891943821,1.99e-05,575,99595,1419,198921,Malignant neoplasm of prostate,Metronidazole,CHEMBL137,DB00916,"Metronidazole is a commonly used antibiotic, belonging to the nitroimidazole class of antibiotics.[L3754] It is frequently used to treat gastrointestinal infections as well as trichomoniasis and giardiasis, and amebiasis which are parasitic infections.[A181036,A181039] Metronidazole has been used as an antibiotic for several decades[L7429], with added antiparasitic properties that set it apart from many other antibacterial drugs, allowing it to treat a wide variety of infections. It is available in capsule form, tablet form, and topical form, and suppository preparations for the treatment of various infections.",2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,171.154,CC1=NC=C(N1CCO)[N+]([O-])=O,J01RA04,J01RA,Combinations of antibacterials,J01R,COMBINATIONS OF ANTIBACTERIALS,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J,ANTIINFECTIVES FOR SYSTEMIC USE
CHEMBL137,C61,0.809335419,0.73437789,0.891943821,1.99e-05,575,99595,1419,198921,Malignant neoplasm of prostate,Metronidazole,CHEMBL137,DB00916,"Metronidazole is a commonly used antibiotic, belonging to the nitroimidazole class of antibiotics.[L3754] It is frequently used to treat gastrointestinal infections as well as trichomoniasis and giardiasis, and amebiasis which are parasitic infections.[A181036,A181039] Metronidazole has been used as an antibiotic for several decades[L7429], with added antiparasitic properties that set it apart from many other antibacterial drugs, allowing it to treat a wide variety of infections. It is available in capsule form, tablet form, and topical form, and suppository preparations for the treatment of various infections.",2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,171.154,CC1=NC=C(N1CCO)[N+]([O-])=O,A02BD01,A02BD,Combinations for eradication of Helicobacter pylori,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
